path,label
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger110.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger111.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger112.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger113.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger114.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger115.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger116.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger117.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger118.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger119.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger120.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger121.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger122.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger123.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger124.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger125.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger126.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger127.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger128.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger129.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger130.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger131.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger132.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger133.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger134.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger135.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger136.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger137.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger138.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger139.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger140.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger141.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger142.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger143.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger144.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger145.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger146.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger147.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger148.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger149.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger150.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger151.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger152.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger153.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger154.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger155.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger156.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger157.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger158.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger159.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger160.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger161.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger162.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger163.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger164.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger165.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger166.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger167.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger168.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger169.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger170.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger171.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger172.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger173.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger174.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger175.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger176.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger177.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger178.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger179.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger180.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger181.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger182.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger183.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger184.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger185.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger186.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger187.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger188.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger189.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger190.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger191.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger192.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger193.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger194.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger195.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger196.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger197.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger198.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger199.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger200.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger201.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger202.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger203.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger204.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger205.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger206.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger207.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger208.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger209.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger210.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger211.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger212.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger213.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger214.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger215.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger216.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger217.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger218.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger219.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger220.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger221.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger222.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger223.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger224.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger225.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger226.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger227.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger228.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger229.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger230.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger231.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger232.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger233.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger234.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger235.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger236.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger237.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger238.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger239.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger240.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger241.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger242.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger243.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger244.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger245.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger246.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger247.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger248.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger249.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger250.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger251.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger252.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger253.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger254.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger255.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger256.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger257.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger258.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger259.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger260.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger261.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger262.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger263.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger264.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger265.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger266.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger267.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger268.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger269.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger270.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger271.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger272.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger273.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger274.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger275.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger276.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger277.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger278.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger279.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger280.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger281.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger282.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger283.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger284.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger285.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger286.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger287.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger288.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger289.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger290.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger291.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger292.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger293.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger294.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger295.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger296.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger297.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger298.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger299.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger300.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger301.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger302.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger303.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger304.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger305.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger306.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger307.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger308.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger309.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger310.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger311.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger312.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger313.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger314.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger315.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger316.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger317.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger318.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger319.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger320.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger321.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger322.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger323.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger324.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger325.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger326.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger327.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger328.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger329.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger330.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger331.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger332.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger333.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger334.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger335.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger336.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger337.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger338.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger339.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger340.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger341.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger342.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger343.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger344.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger345.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger346.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger347.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger348.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger349.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger350.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger351.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger352.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger353.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger354.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger355.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger356.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger357.wav,1
C:\Users\lielb\PycharmProjects\NLP\Dataset\negative\anger358.wav,1
